,respondent,task,complexity,interval,time,company,purpose,purpose_tokens,purpose_token_count,purpose_word_count,detail,desc_tokens,desc_token_count,desc_token_count_group,desc_word_count,desc_word_count_group,desc_eval_comp,desc_eval_elem,desc_eval_char,desc_eval_sum,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,PQ,HQ,ATT,familiarity
634,30,5,7.5,10s,118.0,1.0,1.0,animal product,2,2,1.0,colour yellow approx product advertised including water bowl rodent wooden house click collect second,14,high,20,med,2,2,1,3,6,4,6,4,5,4,3,4,5,3,5.5,3.5,4.0,False
635,30,6,8.0,10s,97.0,1.0,1.0,technology news,2,2,0.0,lot news tech stuff information read,6,med,11,low,0,0,0,0,1,1,1,4,2,4,4,2,1,1,1.25,3.25,1.5,False
636,31,1,0.22,10s,149.0,1.0,1.0,clothing woman child,3,6,0.0,webshop men woman childrens clothing structured light blue colour shop offer free delivery specific date,15,high,26,high,3,2,2,4,7,5,7,5,6,3,3,4,7,3,6.75,3.5,4.5,False
637,31,2,2.0,10s,145.0,1.0,1.0,eye protection form glass lens,5,9,1.0,website provider eye protection glass lens explains product work contains link physical shop,13,high,29,high,1,1,0,1,7,6,6,3,7,5,2,4,6,3,6.5,3.25,5.0,False
638,31,3,2.97,10s,142.0,1.0,1.0,active wear focusing hillwalking,4,7,1.0,website webshop hillwalking attire big picture snow leopard set tone type product company intends sell clothing category grouped general heading website,21,high,43,high,1,2,0,2,6,7,7,7,6,6,6,7,6,6,6.25,6.25,7.0,False
639,31,4,5.27,10s,108.0,1.0,1.0,weather forecast czech republic prague specifically,6,11,1.0,website show weather map predicts rain focus specifically weather prague,10,med,19,med,1,2,0,2,7,4,6,3,7,3,3,4,5,4,6.25,3.25,4.0,False
640,31,5,7.5,10s,149.0,1.0,1.0,product variety pet,3,7,0.0,website caters variety pet webshop offer food accessory product picked physical store quickly minute,14,high,32,high,1,2,0,2,7,3,6,1,7,1,1,3,6,2,6.5,1.25,3.0,False
641,31,6,8.0,10s,141.0,1.0,1.0,news technology sector,3,5,0.0,webpage focus news technology world contains numerous article heading assume clicked access content picture suggest article,16,high,39,high,1,2,0,2,1,2,3,4,3,3,2,2,2,3,2.25,3.0,2.0,False
642,32,1,0.22,10s,61.0,1.0,1.0,clothing,1,1,0.0,woman kid clothing colourful,4,low,5,low,0,1,1,2,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
643,32,2,2.0,10s,74.0,1.0,1.0,sunglass glass contact lens,4,4,1.0,website selling eyecare,3,low,4,low,0,0,0,0,4,4,6,5,4,4,4,4,4,4,4.5,4.25,4.0,False
644,32,3,2.97,10s,83.0,1.0,1.0,outdoor clothing shoe,3,3,1.0,website selling outdoor clothes shoe,5,low,5,low,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
645,32,4,5.27,10s,88.0,1.0,1.0,weather forecast,2,3,0.0,weather forecast news,3,low,5,low,0,1,0,1,4,4,6,4,4,4,4,5,4,4,4.5,4.0,4.5,False
646,32,5,7.5,10s,86.0,1.0,1.0,food,1,2,0.0,website sell food,3,low,5,low,0,0,0,0,5,4,5,4,4,4,4,4,4,4,4.5,4.0,4.0,False
647,32,6,8.0,10s,66.0,1.0,0.5,news publication,2,2,0.0,news publication tech,3,low,4,low,0,0,0,0,4,4,5,4,4,4,4,5,4,4,4.25,4.0,4.5,False
648,33,1,0.22,10s,134.0,1.0,1.0,clothing,1,1,1.0,girl wearing yellow tee woman wearing yellow dress grey background image image included,13,high,21,med,1,3,1,4,6,6,6,5,5,5,3,6,6,5,5.75,4.5,6.0,False
649,33,2,2.0,10s,179.0,1.0,1.0,clear contact lens,3,4,0.0,basic clear selling contact lens glass recall,7,med,13,med,0,1,1,2,3,3,4,3,5,3,3,4,2,2,3.5,2.75,3.5,False
650,33,3,2.97,10s,238.0,1.0,1.0,sportswear,1,1,0.0,leopard block image,3,low,5,low,0,2,0,2,5,5,5,5,5,6,3,5,6,4,5.25,4.5,5.0,False
651,33,4,5.27,10s,141.0,1.0,1.0,weather forecast,2,3,1.0,general weather site blue couple different weather widget,8,med,12,med,0,1,1,2,4,3,6,4,6,3,2,4,6,3,5.5,3.0,3.5,False
652,33,5,7.5,10s,155.0,1.0,1.0,animal supply,2,2,0.0,bold colour image animal product different type animal list,9,med,12,med,1,2,1,3,5,3,5,2,6,2,3,4,5,4,5.25,2.75,3.5,False
653,33,6,8.0,10s,185.0,1.0,1.0,tech information,2,2,0.0,tech info long list left hand side news story tech,10,med,16,med,1,2,0,2,3,3,4,3,6,4,2,4,3,2,4.0,2.75,3.5,False
654,34,1,0.22,10s,80.0,1.0,1.0,sustainable clothes age,3,5,0.0,,0,low,0,low,0,0,0,0,7,5,5,6,6,4,4,5,5,5,5.75,4.75,5.0,False
655,34,2,2.0,10s,89.0,1.0,1.0,sell glass sunglass contact lens,5,6,0.0,family lying beach image woman putting contact eye,8,med,20,med,1,2,0,2,6,3,6,3,5,3,3,3,7,2,6.0,2.75,3.0,False
656,34,3,2.97,10s,78.0,0.5,1.0,sport clothing footwear,3,4,0.0,picture person hiking leopard,4,low,9,low,0,2,0,2,4,4,6,6,4,4,4,4,4,4,4.5,4.5,4.0,False
657,34,4,5.27,10s,91.0,1.0,1.0,weather forecast page,3,5,0.0,different forecast set prague weather load different cloud forecast,9,med,20,med,1,2,0,2,4,4,7,3,6,4,4,4,4,4,5.25,3.75,4.0,False
658,34,5,7.5,10s,214.0,0.0,1.0,food,1,2,1.0,,0,low,0,low,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
659,34,6,8.0,10s,175.0,1.0,0.5,technology,1,1,0.0,,0,low,0,low,0,0,0,0,2,6,5,5,5,3,2,3,3,3,3.75,3.25,4.5,False
660,36,1,0.22,10s,123.0,1.0,1.0,clothing woman child,3,6,0.0,large picture girl summer clothes smaller picture woman boy,9,med,16,med,1,2,0,2,5,5,6,4,5,4,3,4,7,3,5.75,3.5,4.5,False
661,36,2,2.0,10s,136.0,1.0,1.0,glass,1,1,1.0,picture family sunglass wear clear glass larger panel advertising glass sunglass contact lens,13,high,17,med,1,2,0,2,6,6,6,5,6,4,4,4,5,4,5.75,4.25,5.0,False
662,36,3,2.97,10s,156.0,1.0,1.0,shoe clothes outdoor wear,4,6,0.0,big picture small title shoe coat,6,med,14,med,0,1,0,1,6,7,5,6,6,5,6,6,6,6,5.75,5.75,6.5,False
663,36,4,5.27,10s,145.0,1.0,1.0,weather forecast perticularly rain,4,5,0.0,map checkia rain symbol rain prediction day prague,8,med,19,med,1,3,0,3,4,4,5,4,4,4,5,5,6,5,4.75,4.5,4.5,False
664,36,5,7.5,10s,103.0,1.0,0.0,clear,1,2,0.0,cluttered smal picture product connection,5,low,12,med,0,1,0,1,2,2,2,3,2,2,2,2,1,4,1.75,2.75,2.0,False
665,36,6,8.0,10s,112.0,1.0,0.0,battery,1,1,0.0,picture product middle news item headline side display,8,med,17,med,0,1,0,1,3,3,4,2,4,3,2,3,3,2,3.5,2.25,3.0,False
666,37,1,0.22,10s,202.0,1.0,1.0,sustainable fashion picture sleepwear loungewear,5,13,0.0,showed image adult child wearing pastel neutral coloured pjs lounge wear heart featured clothes,14,high,23,med,1,1,0,1,4,4,4,3,4,3,3,5,4,2,4.0,2.75,4.5,False
667,37,2,2.0,10s,146.0,1.0,1.0,sunglass sort astronomy gear,4,7,0.0,picture family wearing sunglass top left hand side list category goo listed top page summery vibe page sunglass,18,high,31,high,1,2,1,3,4,5,5,5,5,4,4,5,4,4,4.5,4.25,5.0,False
668,37,3,2.97,10s,138.0,1.0,1.0,outdoor activity good,3,3,1.0,picture leopard prominent feature page list sporting activity catered listed top page,12,med,22,med,1,2,0,2,5,5,5,5,6,5,6,6,6,5,5.5,5.25,5.5,False
669,37,4,5.27,10s,113.0,1.0,1.0,weather forecast,2,2,0.0,picture weather map major portion page,6,med,12,med,1,1,0,1,4,4,5,4,5,4,4,5,5,4,4.75,4.0,4.5,False
670,37,5,7.5,10s,126.0,1.0,1.0,supply,1,2,0.0,company small logo top left hand side listed category catered,10,med,17,med,1,2,0,2,6,5,7,5,6,5,5,6,7,5,6.5,5.0,5.5,False
671,37,6,8.0,10s,138.0,0.0,0.5,news,1,1,0.0,remember news headline,3,low,8,low,0,0,0,0,3,3,4,3,3,4,3,3,3,3,3.25,3.25,3.0,False
672,38,1,0.22,10s,163.0,1.0,1.0,clothes,1,1,0.0,box mainfram product woman child free shipping top small writing logo small round blue circle,15,high,26,high,2,3,0,3,6,3,4,2,4,1,3,4,4,2,4.5,2.0,3.5,False
673,38,2,2.0,10s,155.0,1.0,1.0,sunglass contact lens,3,4,0.0,page blue colour scheme box bottom sunglasses contact lens family picture beach middle menu top,15,high,32,high,2,3,1,4,4,4,5,4,3,4,5,5,7,5,4.75,4.5,4.5,False
674,38,3,2.97,10s,159.0,1.0,1.0,outdoor sport gear,3,3,1.0,outdoor gear big cheetah leopard walking hill,7,med,11,low,0,2,0,2,4,4,4,4,4,7,6,5,5,5,4.25,5.5,4.5,False
675,38,4,5.27,10s,165.0,1.0,1.0,weather information,2,2,0.0,map different temperatrues side speed wind different day website written blue pragua top hand corner,15,high,33,high,2,4,0,4,5,4,4,4,3,2,2,3,4,2,4.0,2.5,3.5,False
676,38,5,7.5,10s,114.0,1.0,1.0,food,1,2,1.0,product available site search bar,5,low,9,low,0,1,0,1,6,2,4,3,4,3,3,4,4,2,4.5,2.75,3.0,False
677,38,6,8.0,10s,104.0,1.0,1.0,information tech,2,3,0.0,big block text,3,low,7,low,0,1,0,1,1,1,3,4,6,4,1,2,1,1,2.75,2.5,1.5,False
678,39,1,0.22,10s,126.0,1.0,1.0,clothing,1,1,0.0,clean page detail company top large picture middle featuring childrens promotion smaller picture woman childrens clothing,16,high,32,high,2,3,1,4,6,6,6,6,6,6,5,7,7,5,6.25,5.5,6.5,False
679,39,2,2.0,10s,126.0,1.0,1.0,glass sunglass,2,3,0.0,bright clean feel company information top clear menu choice page major picture leading detail sunglass glass,16,high,23,med,2,3,1,4,6,7,6,7,5,7,6,6,6,6,5.75,6.5,6.5,False
680,39,3,2.97,10s,143.0,1.0,1.0,outdoor clothing supply,3,4,0.0,company information top central picture runner jogging hill snow leopard foreground clear picture button bottom leading area website,18,high,33,high,2,4,0,4,6,7,6,6,5,7,6,6,6,6,5.75,6.25,6.5,False
681,39,4,5.27,10s,118.0,1.0,1.0,detailed weather information,3,3,0.0,weather page central map area showing current weather condition diagrammatically detailed information box giving temperature forecast weather information,18,high,30,high,1,2,0,2,3,4,5,5,4,5,5,5,5,5,4.25,5.0,4.5,False
682,39,5,7.5,10s,133.0,1.0,1.0,food supply,2,4,0.0,detail company top breakdown type promo offer example specific product,10,med,25,high,1,2,0,2,5,5,6,4,5,4,3,5,6,5,5.5,4.0,5.0,False
683,39,6,8.0,10s,140.0,0.5,0.0,selling instead information environmental issue,5,15,0.5,title company detail bar left looked timed news item central picture headline looked lead detailed report,16,high,32,high,2,3,0,3,3,4,4,5,5,5,3,4,5,5,4.25,4.5,4.0,False
684,40,1,0.22,10s,182.0,1.0,1.0,men woman childrens clothes,4,4,0.0,shipping info logo banner menu item column picture text men clothing lady clothing kid clothing,15,high,18,med,1,3,0,3,7,7,7,7,7,6,5,6,7,5,7.0,5.75,6.5,False
685,40,2,2.0,10s,166.0,1.0,1.0,glass lens eye,3,4,1.0,logo info menu item banner picture block glass lens eye wash,11,med,11,low,1,3,0,3,6,6,6,5,5,5,5,6,6,5,5.75,5.0,6.0,False
686,40,3,2.97,10s,236.0,0.0,1.0,clothes footwear bag walking related,5,5,0.0,info item top logo banner picuture white tiger mountain hegagon writing item picture block clothes footwear bag,17,high,24,high,2,5,0,5,5,6,6,6,5,5,5,5,6,5,5.5,5.25,5.5,False
687,40,4,5.27,10s,181.0,1.0,1.0,weather forecast,2,2,1.0,logo banner day information map weather icon orange box umbrella forecast box future day information,15,high,21,med,2,4,0,4,6,6,6,5,6,5,5,6,6,5,6.0,5.0,6.0,False
688,40,5,7.5,10s,226.0,0.5,1.0,varoety thing pet,3,6,0.0,logo menu item animal picture banner promotion item,8,med,12,med,1,3,0,3,2,3,2,4,3,2,2,3,3,4,2.5,3.0,3.0,False
689,40,6,8.0,10s,208.0,1.0,0.0,,0,3,0.0,news paper style website info banner black lot item category table content left column middle column picture text column primarily text,21,high,29,high,2,4,0,4,1,1,1,2,1,1,1,1,1,1,1.0,1.25,1.0,False
690,41,1,0.22,10s,432.0,1.0,1.0,clothing,1,1,1.0,image large subsection woman child bottom,6,med,14,med,1,2,0,2,6,3,4,4,6,3,5,3,4,2,5.0,3.5,3.0,False
691,41,2,2.0,10s,148.0,1.0,1.0,glass contact lens,3,3,0.0,child beach product section running glass glass contact,8,med,12,med,1,3,0,3,4,3,4,3,6,5,3,4,5,3,4.75,3.5,3.5,False
692,41,3,2.97,10s,1655.0,1.0,1.0,hiking gear footwear outdoorwear,4,5,0.0,looked related hiking winter made gear white different product footwear displayed bottom,12,med,28,high,1,2,0,2,6,6,5,7,4,7,4,4,6,4,5.25,5.5,5.0,False
693,41,4,5.27,10s,111.0,1.0,1.0,weather forecast,2,2,0.0,map standard weather forecast simple weather day,7,med,14,med,1,2,0,2,5,3,6,3,1,3,3,4,4,1,4.0,2.5,3.5,False
694,41,5,7.5,10s,578.0,0.0,1.0,sell food lead,3,7,1.0,professional load photo easy,4,low,9,low,0,0,1,1,7,3,4,2,6,1,2,2,4,4,5.25,2.25,2.5,False
695,41,6,8.0,10s,143.0,0.5,0.5,news,1,1,1.0,news site easy headline left news story centre tab top topic,11,med,21,med,1,3,0,3,6,6,6,7,4,6,4,5,7,4,5.75,5.25,5.5,False
696,42,1,0.22,10s,90.0,1.0,1.0,sustainable fashion,2,2,0.0,sustainable fashion woman child showcasing summer collection,7,med,10,low,1,2,0,2,4,4,4,4,4,4,4,5,5,4,4.25,4.0,4.5,True
697,42,2,2.0,10s,91.0,1.0,1.0,optical glass,2,2,1.0,family beach start tour operator selling holiday,7,med,18,med,0,1,0,1,3,4,4,4,4,4,4,3,2,4,3.25,4.0,3.5,False
698,42,3,2.97,10s,117.0,1.0,1.0,outdoor clothing specialist,3,3,0.0,clothing cater outdoors,3,low,6,low,0,0,0,0,5,4,5,4,5,4,4,4,5,4,5.0,4.0,4.0,False
699,42,4,5.27,10s,81.0,1.0,1.0,forecasted weather prediction,3,4,0.0,page showing weather forecast,4,low,5,low,0,0,0,0,3,4,4,4,4,3,4,4,4,4,3.75,3.75,4.0,False
700,42,5,7.5,10s,97.0,1.0,1.0,food equipment,2,4,0.0,selling sort food wide range animal,6,med,12,med,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
701,42,6,8.0,10s,110.0,1.0,1.0,info range tech area,4,10,0.0,publication index left hand column header click whichever tech area interested,11,med,25,high,1,2,0,2,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
702,43,1,0.22,10s,124.0,1.0,1.0,clothing woman child,3,6,0.0,clear pleasant front page colour scheme pleasant pic ambiguous,9,med,17,med,1,1,2,3,7,7,7,7,5,7,6,7,7,6,6.5,6.5,7.0,False
703,43,2,2.0,10s,159.0,1.0,1.0,vision related service,3,3,0.0,stylish eye related web page second realise actual product looked outdoor holiday website,13,high,29,high,1,0,1,1,3,6,3,6,2,6,6,5,2,6,2.5,6.0,5.5,False
704,43,3,2.97,10s,122.0,1.0,1.0,sport attire,2,2,0.0,site outdoor attire hiking layout captivating front page professional,9,med,17,med,1,0,2,2,6,6,6,6,5,5,5,6,6,6,5.75,5.5,6.0,False
705,43,4,5.27,10s,125.0,1.0,1.0,standard weather forecast web page,5,6,0.0,layout consumer clear precise,4,low,13,med,0,0,2,2,6,5,7,4,6,4,3,6,7,5,6.5,4.0,5.5,False
706,43,5,7.5,10s,142.0,1.0,1.0,related equipment,2,3,1.0,busy informative page sell plethora related equipment,7,med,13,med,1,1,1,2,3,4,5,3,5,3,3,3,3,4,4.0,3.25,3.5,False
707,43,6,8.0,10s,123.0,1.0,1.0,date tech info current affair related info,7,12,0.0,detail text heavy looked contain lot information,7,med,13,med,0,0,1,1,5,5,5,4,5,4,2,4,5,5,5.0,3.75,4.5,False
708,44,1,0.22,10s,177.0,1.0,1.0,fashion clothing woman child,4,7,0.0,tiny font company made difficult appreciate rest advert picture woman child wearing bland clothes,14,high,33,high,2,2,0,2,4,3,4,2,6,1,1,4,5,2,4.75,1.5,3.5,False
709,44,2,2.0,10s,127.0,1.0,1.0,glass sunglass,2,2,1.0,family posng beach sunglass happy,5,low,11,low,0,1,0,1,6,6,5,6,4,4,4,4,6,4,5.25,4.5,5.0,False
710,44,3,2.97,10s,233.0,1.0,1.0,outdoors needed clothes footwear camping equipment rucksack,7,10,0.0,snow leopard mountain background mountaineer hill option different department featuring clothes footwear rucksack camping eqpt,15,high,37,high,2,3,0,3,4,7,7,6,5,5,5,5,6,7,5.5,5.75,6.0,False
711,44,4,5.27,10s,133.0,1.0,1.0,weather report,2,2,0.0,weather chart symbol cloudy,4,low,6,low,1,1,0,1,5,5,5,4,4,4,5,4,3,4,4.25,4.25,4.5,False
712,44,5,7.5,10s,165.0,1.0,1.0,petfood thing related keeping,4,8,1.0,site attractive showing doggy bag presumably full food pet option dog cat type pet click info,16,high,31,high,1,2,0,2,4,5,5,5,4,4,5,5,5,5,4.5,4.75,5.0,False
713,44,6,8.0,10s,165.0,1.0,0.5,energy news storage battery,4,5,0.0,news energy prises different type energy storage,7,med,15,med,1,2,0,2,1,3,3,4,4,3,2,2,1,1,2.25,2.5,2.5,False
714,45,1,0.22,10s,72.0,1.0,1.0,sustainable clothes,2,2,0.0,nice clean website picture icon pleased,6,med,12,med,0,0,1,1,7,7,7,7,2,7,7,7,7,7,5.75,7.0,7.0,False
715,45,2,2.0,10s,99.0,1.0,1.0,eye summer holiday sport sunglases contact lens,7,11,1.0,nice picture family holiday person running person changing contact lens blue,11,med,23,med,1,2,1,3,5,4,5,3,5,3,5,5,5,4,5.0,3.75,4.5,False
716,45,3,2.97,10s,63.0,1.0,1.0,mountain clothing footwear,3,4,0.0,design,1,low,4,low,0,0,0,0,6,7,7,7,2,6,7,7,6,6,5.25,6.5,7.0,False
717,45,4,5.27,10s,62.0,1.0,1.0,provide information weather,3,4,0.0,easy understand navigate,3,low,5,low,0,0,0,0,6,5,5,4,6,3,2,5,6,6,5.75,3.75,5.0,False
718,45,5,7.5,10s,70.0,1.0,0.5,sell animal related producst,4,4,0.0,color website organized,3,low,11,low,0,0,0,0,5,7,7,7,2,7,7,7,7,7,5.25,7.0,7.0,False
719,45,6,8.0,10s,99.0,1.0,1.0,website providing news itech word,5,8,0.0,text page hard understanding website purpose,6,med,21,med,0,0,1,1,5,3,3,3,2,2,1,4,1,4,2.75,2.5,3.5,False
720,47,1,0.22,10s,223.0,1.0,1.0,clothes,1,1,0.0,menu small logo small stand underneath full image young girl yellow tshirt underneath image make typical white family woman young boy image click box fashion woman fashion,27,high,51,high,3,4,0,4,6,5,6,4,6,4,4,4,4,3,5.5,3.75,4.5,False
721,47,2,2.0,10s,217.0,1.0,1.0,glass contact lens eye,4,5,1.0,menu bar top underneath icare underneath image young family beach sun glass facing camera underneath box eye product contact lens,20,high,36,high,2,4,0,4,6,5,5,4,5,4,4,5,4,4,5.0,4.0,5.0,False
722,47,3,2.97,10s,260.0,1.0,1.0,clothing,1,1,1.0,menu top page hillsport logo outline mountain underneath beautiful image snow leopard advising collection underneath box image prompt click clothes recall rest,22,high,50,high,3,5,0,5,6,6,5,6,5,6,6,6,5,6,5.25,6.0,6.0,False
723,47,4,5.27,10s,172.0,1.0,1.0,weather forecast,2,2,1.0,blue menu banner top underneath page left hand side map forecast different area thursday hand side menu weather item,19,high,37,high,3,4,0,4,4,4,5,4,5,4,5,4,5,4,4.75,4.25,4.0,False
724,47,5,7.5,10s,229.0,1.0,1.0,food animal,2,3,1.0,bold menu search engine banner page underneath bold yellow background red circle delivery minute image imagine delivery box underneath example animal food remember reptile food,25,high,62,high,3,4,0,4,5,5,4,4,5,4,4,4,5,3,4.75,3.75,4.5,False
725,47,6,8.0,10s,180.0,1.0,1.0,news tech item,3,4,0.0,left menu tech news report middle banner image headed word battery underneath image smaller image couple row item hand side menu read news article,24,high,50,high,3,4,0,4,4,3,5,4,6,4,3,4,5,2,5.0,3.25,3.5,False
